,Model Name,Network type,Dimensions,Sim,Display type,Display size,OS,RAM,CPU,Main Camera
44,Samsung Galaxy Tab S4 10.5,GSM / HSPA / LTE,249.3 x 164.3 x 7.1 mm (9.81 x 6.47 x 0.28 in),Nano-SIM,"Super AMOLED capacitive touchscreen, 16M colors","10.5 inches, 321.9 cm2 (~78.6% screen-to-body ratio)","Android 8.1 (Oreo), upgradable to Android 9.0 (Pie); One UI","64GB 4GB RAM, 256GB 4GB RAM, 256GB 6GB RAM",Octa-core (4x2.35 GHz Kryo & 4x1.9 GHz Kryo),"13 MP, AF"
45,Samsung Galaxy Tab A 10.5,GSM / HSPA / LTE,260 x 161.1 x 8 mm (10.24 x 6.34 x 0.31 in),Nano-SIM,"IPS LCD capacitive touchscreen, 16M colors","10.5 inches, 319.7 cm2 (~76.3% screen-to-body ratio)",Android 8.1 (Oreo),32GB 3GB RAM,Octa-core 1.8 GHz Cortex-A53,"8 MP, f/1.9, AF"
46,Samsung Galaxy A8s,GSM / CDMA / HSPA / LTE,158.4 x 74.9 x 7.4 mm (6.24 x 2.95 x 0.29 in),"Dual SIM (Nano-SIM, dual stand-by)","PLS TFT capacitive touchscreen, 16M colors","6.4 inches, 100.5 cm2 (~84.7% screen-to-body ratio)",Android 9.0 (Pie); One UI,"128GB 6GB RAM, 128GB 8GB RAM",Octa-core (2x2.2 GHz 360 Gold & 6x1.7 GHz Kryo 360 Silver),"24 MP, f/1.7, PDAF
10 MP, f/2.4, AF, 2x optical zoom
5 MP, f/2.2, depth sensor"
47,Samsung Galaxy A6s,GSM / CDMA / HSPA / LTE,156.3 x 76.5 x 8.4 mm (6.15 x 3.01 x 0.33 in),"Hybrid Dual SIM (Nano-SIM, dual stand-by)","PLS TFT capacitive touchscreen, 16M colors","6.0 inches, 92.9 cm2 (~77.7% screen-to-body ratio)",Android 8.0 (Oreo),"64GB 6GB RAM, 128GB 6GB RAM",Octa-core (4x2.2 GHz Kryo 260 & 4x1.8 GHz Kryo 260),"12 MP, f/1.8, PDAF
5 MP, f/2.2, depth sensor"
48,Samsung Galaxy A9 (2018),GSM / HSPA / LTE,162.5 x 77 x 7.8 mm (6.40 x 3.03 x 0.31 in),"Dual SIM (Nano-SIM, dual stand-by)","Super AMOLED capacitive touchscreen, 16M colors","6.3 inches, 100.2 cm2 (~80.1% screen-to-body ratio)","Android 8.0 (Oreo), upgradable to Android 9.0 (Pie)","64GB 6GB RAM, 64GB 8GB RAM, 128GB 6GB RAM, 128GB 8GB RAM",Octa-core (4x2.2 GHz Kryo 260 & 4x1.8 GHz Kryo 260),"24 MP, f/1.7, 27mm (wide), 1/2.8"", 0.9µm, PDAF
10 MP f/2.4, 52mm, (telephoto), 1/3.9"", 1.0µm, 2x optical zoom
8 MP, f/2.4, 12mm (ultrawide), 1/4.0"", 1.12µm
5 MP, f/2.2, 24mm (wide), 1/5.0"", 1.12µm, depth sensor"
49,Samsung Galaxy A7 (2018),GSM / HSPA / LTE,159.8 x 76.8 x 7.5 mm (6.29 x 3.02 x 0.30 in),"Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by)","Super AMOLED capacitive touchscreen, 16M colors","6.0 inches, 91.4 cm2 (~74.4% screen-to-body ratio)","Android 8.0 (Oreo), upgradable to Android 9.0 (Pie)","64GB 4GB RAM, 128GB 4GB RAM, 128GB 6GB RAM",Octa-core (2x2.2 GHz Cortex-A73 & 6x1.6 GHz Cortex-A53),"24 MP, f/1.7, 27mm (wide), PDAF
8 MP, f/2.4, 18mm (ultrawide)
5 MP, f/2.2, depth sensor"
50,Samsung Galaxy Note9,GSM / CDMA / HSPA / EVDO / LTE,161.9 x 76.4 x 8.8 mm (6.37 x 3.01 x 0.35 in),"Single SIM (Nano-SIM) or Hybrid Dual SIM (Nano-SIM, dual stand-by)","Super AMOLED capacitive touchscreen, 16M colors","6.4 inches, 103.2 cm2 (~83.4% screen-to-body ratio)","Android 8.1 (Oreo), upgradable to Android 9.0 (Pie); One UI","128GB 6GB RAM, 512GB 8GB RAM","Octa-core (4x2.7 GHz Mongoose M3 & 4x1.8 GHz Cortex-A55) - EMEAOcta-core (4x2.8 GHz Kryo 385 Gold & 4x1.7 GHz Kryo 385 Silver) - USA/LATAM, China","12 MP, f/1.5-2.4, 26mm (wide), 1/2.55"", 1.4µm, dual pixel PDAF, OIS
12 MP, f/2.4, 52mm (telephoto), 1/3.4"", 1.0µm, AF, OIS, 2x optical zoom"
51,Samsung Galaxy J6+,GSM / HSPA / LTE,161.4 x 76.9 x 7.9 mm (6.35 x 3.03 x 0.31 in),"Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","6.0 inches, 91.4 cm2 (~73.6% screen-to-body ratio)","Android 8.1 (Oreo), upgradable to Android 9.0 (Pie); One UI","32GB 3GB RAM, 64GB 4GB RAM",Quad-core 1.4 GHz Cortex-A53,"13 MP, f/1.9, 28mm (wide), AF
5 MP, f/2.2, depth sensor"
52,Samsung Galaxy J4 Core,GSM / HSPA / LTE,160.6 x 76.1 x 7.9 mm (6.32 x 3.00 x 0.31 in),"Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","6.0 inches, 91.4 cm2 (~74.8% screen-to-body ratio)",Android 8.1 Oreo (Go edition),16GB 1GB RAM,Quad-core 1.4 GHz Cortex-A53,"8 MP, f/2.2, AF"
53,Samsung Galaxy J4+,GSM / HSPA / LTE,161.4 x 76.9 x 7.9 mm (6.35 x 3.03 x 0.31 in),"Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","6.0 inches, 91.4 cm2 (~73.6% screen-to-body ratio)",Android 8.1 (Oreo),"16GB 2GB RAM, 32GB 2GB RAM, 32GB 3GB RAM",Quad-core 1.4 GHz Cortex-A53,"13 MP, f/1.9, 28mm (wide), AF"
54,Samsung Galaxy J2 Core,GSM / HSPA / LTE,143.4 x 72.1 x 8.9 mm (5.65 x 2.84 x 0.35 in),"Dual SIM (Micro-SIM, dual stand-by)","PLS TFT capacitive touchscreen, 16M colors","5.0 inches, 68.9 cm2 (~66.7% screen-to-body ratio)",Android 8.1 Oreo (Go edition),"8GB 1GB RAM, 16GB 1GB RAM",Quad-core 1.4 GHz Cortex-A53,"8 MP, f/2.2, AF"
55,Samsung Galaxy On6,GSM / HSPA / LTE,149.3 x 70.2 x 8.2 mm (5.88 x 2.76 x 0.32 in),"Dual SIM (Nano-SIM, dual stand-by)","Super AMOLED capacitive touchscreen, 16M colors","5.6 inches, 79.6 cm2 (~75.9% screen-to-body ratio)",Android 8.0 (Oreo),"32GB 3GB RAM, 64GB 4GB RAM",Octa-core 1.6 GHz Cortex-A53,"13 MP, f/1.9, 28mm (wide), AF"
56,Samsung Galaxy J7 (2018),GSM / HSPA / LTE,153.2 x 76.2 x 8.6 mm (6.03 x 3.00 x 0.34 in),Nano-SIM,"TFT capacitive touchscreen, 16M colors","5.5 inches, 83.4 cm2 (~71.4% screen-to-body ratio)","Android 8.0 (Oreo), upgradable to Android 9.0 (Pie); One UI","16GB 2GB RAM, 32GB 2GB RAM",Octa-core 1.6 GHz Cortex-A53,"8 MP, AF or 13 MP, f/1.7, AF (operator dependent)"
57,Samsung Galaxy J3 (2018),GSM / HSPA / LTE,142.7 x 70.1 x 8.9 mm (5.62 x 2.76 x 0.35 in),Nano-SIM,"IPS LCD capacitive touchscreen, 16M colors","5.0 inches, 68.9 cm2 (~68.9% screen-to-body ratio)",Android 8.0 (Oreo),16GB 2GB RAM,Quad-core 1.4 GHz Cortex-A53,"8 MP, f/1.9, AF"
58,Samsung Galaxy A8 Star (A9 Star),GSM / CDMA / HSPA / LTE,162.4 x 77 x 7.6 mm (6.39 x 3.03 x 0.30 in),"Hybrid Dual SIM (Nano-SIM, dual stand-by)","Super AMOLED capacitive touchscreen, 16M colors","6.3 inches, 100.7 cm2 (~80.6% screen-to-body ratio)","Android 8.0 (Oreo), upgradable to Android 9.0 (Pie); One UI","64GB 4GB RAM, 64GB 6GB RAM",Octa-core (4x2.2 GHz Kryo 260 & 4x1.8 GHz Kryo 260),"24 MP, f/1.7
16 MP, f/1.7, PDAF"
59,Samsung Galaxy S Light Luxury,GSM / CDMA / HSPA / LTE,148.9 x 68.1 x 8 mm (5.86 x 2.68 x 0.31 in),"Hybrid Dual SIM (Nano-SIM, dual stand-by)","Super AMOLED capacitive touchscreen, 16M colors","5.8 inches, 85.4 cm2 (~84.2% screen-to-body ratio)",Android 8.0 (Oreo),64GB 4GB RAM,Octa-core (4x2.2 GHz Kryo 260 & 4x1.8 GHz Kryo 260),"16 MP, f/1.7, 1.12µm, PDAF"
60,Samsung Galaxy J8,GSM / HSPA / LTE,159.2 x 75.7 x 8.2 mm (6.27 x 2.98 x 0.32 in),"Dual SIM (Nano-SIM, dual stand-by)","Super AMOLED capacitive touchscreen, 16M colors","6.0 inches, 91.4 cm2 (~75.8% screen-to-body ratio)","Android 8.0 (Oreo), upgradable to Android 9.0 (Pie)","32GB 3GB RAM, 64GB 4GB RAM",Octa-core 1.8 GHz Cortex-A53,"16 MP, f/1.7, AF
5 MP, f/1.9, depth sensor"
61,Samsung Galaxy J6,GSM / HSPA / LTE,149.3 x 70.2 x 8.2 mm (5.88 x 2.76 x 0.32 in),"Dual SIM (Nano-SIM, dual stand-by)","Super AMOLED capacitive touchscreen, 16M colors","5.6 inches, 80.1 cm2 (~76.5% screen-to-body ratio)","Android 8.0 (Oreo), upgradable to Android 9.0 (Pie); One UI","32GB 3GB RAM, 64GB 4GB RAM",Octa-core 1.6 GHz Cortex-A53,"13 MP, f/1.9, 28mm (wide), AF"
62,Samsung Galaxy J4,GSM / HSPA / LTE,151.7 x 77.2 x 8.1 mm (5.97 x 3.04 x 0.32 in),"Dual SIM (Micro-SIM, dual stand-by)","Super AMOLED capacitive touchscreen, 16M colors","5.5 inches, 83.4 cm2 (~71.2% screen-to-body ratio)",Android 8.0 (Oreo),"16GB 2GB RAM, 32GB 2GB RAM",Quad-core 1.4 GHz Cortex-A53,"13 MP, f/1.9, 28mm (wide), AF"
63,Samsung Galaxy A6+ (2018),GSM / HSPA / LTE,160.2 x 75.7 x 7.9 mm (6.31 x 2.98 x 0.31 in),"Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by)","Super AMOLED capacitive touchscreen, 16M colors","6.0 inches, 91.4 cm2 (~75.3% screen-to-body ratio)","Android 8.0 (Oreo), upgradable to Android 9.0 (Pie); One UI","32GB 3GB RAM, 32GB 4GB RAM, 64GB 4GB RAM",Octa-core 1.8 GHz Cortex-A53,"16 MP, f/1.7, 26mm (wide), PDAF
5 MP, f/1.9, depth sensor"
64,Samsung Galaxy A6 (2018),GSM / HSPA / LTE,149.9 x 70.8 x 7.7 mm (5.90 x 2.79 x 0.30 in),"Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by)","Super AMOLED capacitive touchscreen, 16M colors","5.6 inches, 79.6 cm2 (~75.0% screen-to-body ratio)",Android 8.0 (Oreo),"32GB 3GB RAM, 64GB 4GB RAM",Octa-core 1.6 GHz Cortex-A53,"16 MP, f/1.7, 26mm (wide), PDAF"
65,Samsung Galaxy J7 Duo,GSM / HSPA / LTE,153.5 x 77.2 x 8.2 mm (6.04 x 3.04 x 0.32 in),"Single SIM (Micro-SIM) or Dual SIM (Micro-SIM, dual stand-by)","Super AMOLED capacitive touchscreen, 16M colors","5.5 inches, 83.4 cm2 (~70.4% screen-to-body ratio)","Android 8.0 (Oreo), upgradable to Android 9.0 (Pie)",32GB 4GB RAM,Octa-core (2x2.2 GHz Cortex-A73 & 6x1.6 GHz Cortex-A53),"13 MP, f/1.9, AF
5 MP, f/1.9, depth sensor"
66,Samsung Galaxy J7 Prime 2,GSM / HSPA / LTE,151.7 x 75 x 8 mm (5.97 x 2.95 x 0.31 in),"Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by)","PLS TFT capacitive touchscreen, 16M colors","5.5 inches, 83.4 cm2 (~73.3% screen-to-body ratio)","Android 7.0 (Nougat), upgradable to Android 9.0 (Pie)",32GB 3GB RAM,Octa-core 1.6 GHz Cortex-A53,"13 MP, f/1.9, 28mm (wide), AF"
67,Samsung Galaxy S9+,GSM / CDMA / HSPA / EVDO / LTE,158.1 x 73.8 x 8.5 mm (6.22 x 2.91 x 0.33 in),"Single SIM (Nano-SIM) or Hybrid Dual SIM (Nano-SIM, dual stand-by)","Super AMOLED capacitive touchscreen, 16M colors","6.2 inches, 98.3 cm2 (~84.2% screen-to-body ratio)","Android 8.0 (Oreo), upgradable to Android 9.0 (Pie)","64GB 6GB RAM, 128GB 6GB RAM, 256GB 6GB RAM","Octa-core (4x2.7 GHz Mongoose M3 & 4x1.8 GHz Cortex-A55) - EMEAOcta-core (4x2.8 GHz Kryo 385 Gold & 4x1.7 GHz Kryo 385 Silver) - USA/LATAM, China","12 MP, f/1.5-2.4, 26mm (wide), 1/2.55"", 1.4µm, Dual Pixel PDAF, OIS
12 MP, f/2.4, 52mm (telephoto), 1/3.6"", 1.0µm, AF, OIS, 2x optical zoom"
68,Samsung Galaxy S9,GSM / CDMA / HSPA / EVDO / LTE,147.7 x 68.7 x 8.5 mm (5.81 x 2.70 x 0.33 in),"Single SIM (Nano-SIM) or Hybrid Dual SIM (Nano-SIM, dual stand-by)","Super AMOLED capacitive touchscreen, 16M colors","5.8 inches, 84.8 cm2 (~83.6% screen-to-body ratio)","Android 8.0 (Oreo), upgradable to Android 9.0 (Pie)","64GB 4GB RAM, 128GB 4GB RAM, 256GB 4GB RAM","Octa-core (4x2.7 GHz Mongoose M3 & 4x1.8 GHz Cortex-A55) - EMEAOcta-core (4x2.8 GHz Kryo 385 Gold & 4x1.7 GHz Kryo 385 Silver) - USA/LATAM, China","12 MP, f/1.5-2.4, 26mm (wide), 1/2.55"", 1.4µm, dual pixel PDAF, OIS"
69,Samsung Galaxy J2 Pro (2018),GSM / HSPA / LTE,143.8 x 72.3 x 8.4 mm (5.66 x 2.85 x 0.33 in),"Dual SIM (Micro-SIM, dual stand-by)","Super AMOLED capacitive touchscreen, 16M colors","5.0 inches, 68.9 cm2 (~66.3% screen-to-body ratio)","Android 7.1 (Nougat), upgradable to Android 8.0 (Oreo)","16GB 1.5GB RAM, 16GB 2GB RAM",Quad-core 1.4 GHz Cortex-A53,"8 MP, f/2.2, AF"
70,Samsung Galaxy A8+ (2018),GSM / HSPA / LTE,159.9 x 75.7 x 8.3 mm (6.30 x 2.98 x 0.33 in),"Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by)","Super AMOLED capacitive touchscreen, 16M colors","6.0 inches, 91.4 cm2 (~75.5% screen-to-body ratio)","Android 7.1.1 (Nougat), upgradable to Android 9.0 (Pie)","32GB 4GB RAM, 64GB 6GB RAM",Octa-core (2x2.2 GHz Cortex-A73 & 6x1.6 GHz Cortex-A53),"16 MP, f/1.7, 26mm (wide), 1/2.8”, 1.12µm, PDAF"
71,Samsung Galaxy A8 (2018),GSM / HSPA / LTE,149.2 x 70.6 x 8.4 mm (5.87 x 2.78 x 0.33 in),"Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by)","Super AMOLED capacitive touchscreen, 16M colors","5.6 inches, 79.6 cm2 (~75.6% screen-to-body ratio)","Android 7.1.1 (Nougat), upgradable to Android 9.0 (Pie); One UI","32GB 4GB RAM, 64GB 4GB RAM",Octa-core (2x2.2 GHz Cortex-A73 & 6x1.6 GHz Cortex-A53),"16 MP, f/1.7, 26mm (wide), 1/2.8”, 1.12µm, PDAF"
72,Samsung Galaxy J2 (2017),GSM / HSPA / LTE,136.5 x 69 x 8.4 mm (5.37 x 2.72 x 0.33 in),"Dual SIM (Micro-SIM, dual stand-by)","Super AMOLED capacitive touchscreen, 16M colors","4.7 inches, 60.9 cm2 (~64.7% screen-to-body ratio)",Android 7.0 (Nougat),8GB 1GB RAM,Quad-core 1.3 GHz Cortex-A7,"5 MP, f/2.2, AF"
73,Samsung Galaxy Tab Active 2,GSM / HSPA / LTE,127.6 x 214.7 x 9.9 mm (5.02 x 8.45 x 0.39 in),Nano-SIM,"LCD capacitive touchscreen, 16M colors","8.0 inches, 185.6 cm2 (~67.7% screen-to-body ratio)",Android 7.1.1 (Nougat),16GB 3GB RAM,Octa-core 1.6 GHz Cortex-A53,"8 MP, AF"
74,Samsung Galaxy Tab A 8.0 (2017),GSM / HSPA / LTE,212.1 x 124.1 x 8.9 mm (8.35 x 4.89 x 0.35 in),Nano-SIM,"IPS LCD capacitive touchscreen, 16M colors","8.0 inches, 185.6 cm2 (~70.5% screen-to-body ratio)","Android 7.1 (Nougat), upgradable to Android 9.0 (Pie); One UI",16GB 2GB RAM,Quad-core 1.4 GHz Cortex-A53,"8 MP, f/1.9, AF"
75,Samsung Galaxy C7 (2017),GSM / HSPA / LTE,152.4 x 74.7 x 7.9 mm (6.00 x 2.94 x 0.31 in),"Hybrid Dual SIM (Nano-SIM, dual stand-by)","Super AMOLED capacitive touchscreen, 16M colors","5.5 inches, 83.4 cm2 (~73.3% screen-to-body ratio)",Android 7.1 (Nougat),32GB 4GB RAM,Octa-core (4x2.4 GHz & 4x1.7 GHz),"13 MP, f/1.7, AF
5 MP, f/1.9, depth sensor"
76,Samsung Gear Sport,No cellular connectivity,44.6 x 42.9 x 11.6 mm (1.76 x 1.69 x 0.46 in),No,"Super AMOLED capacitive touchscreen, 16M colors","1.2 inches, 4.6 cm2 (~24.3% screen-to-body ratio)",Tizen-based wearable platform 4.0,4GB 768MB RAM,Dual-core 1.0 GHz Cortex-A7,
77,Samsung Galaxy Note8,GSM / HSPA / LTE,162.5 x 74.8 x 8.6 mm (6.40 x 2.94 x 0.34 in),"Single SIM (Nano-SIM) or Hybrid Dual SIM (Nano-SIM, dual stand-by)","Super AMOLED capacitive touchscreen, 16M colors","6.3 inches, 101.1 cm2 (~83.2% screen-to-body ratio)","Android 7.1.1 (Nougat), upgradable to Android 9.0 (Pie)","64GB 6GB RAM, 128GB 6GB RAM, 256GB 6GB RAM",Octa-core (4x2.3 GHz Mongoose M2 & 4x1.7 GHz Cortex-A53) - EMEAOcta-core (4x2.35 GHz Kryo & 4x1.9 GHz Kryo) - USA & China,"12 MP, f/1.7, 26mm (wide), 1/2.55"", 1.4µm, dual pixel PDAF, OIS
12 MP, f/2.4, 52mm (telephoto), 1/3.6"", 1.0µm, AF, OIS, 2x optical zoom"
78,Samsung Galaxy S8 Active,GSM / HSPA / LTE,151.9 x 74.9 x 9.9 mm (5.98 x 2.95 x 0.39 in),Nano-SIM,"Super AMOLED capacitive touchscreen, 16M colors","5.8 inches, 85.4 cm2 (~75.0% screen-to-body ratio)","Android 7.0 (Nougat), upgradable to Android 9.0 (Pie); One UI",64GB 4GB RAM,Octa-core (4x2.35 GHz Kryo & 4x1.9 GHz Kryo),"12 MP, f/1.7, 26mm (wide), 1/2.55"", 1.4µm, dual pixel PDAF, OIS"
79,Samsung Galaxy J7 V,GSM / CDMA / HSPA / EVDO / LTE,151.4 x 76.2 x 8.6 mm (5.96 x 3.00 x 0.34 in),Nano-SIM,"IPS LCD capacitive touchscreen, 16M colors","5.5 inches, 83.4 cm2 (~72.3% screen-to-body ratio)",Android 7.0.1 (Nougat),16GB 2GB RAM,Octa-core 2.2 GHz Cortex-A53,"8 MP, AF"
80,Samsung Galaxy Note FE,GSM / HSPA / LTE,153.5 x 73.9 x 7.9 mm (6.04 x 2.91 x 0.31 in),"Single SIM (Nano-SIM) or Hybrid Dual SIM (Nano-SIM, dual stand-by)","Super AMOLED capacitive touchscreen, 16M colors","5.7 inches, 89.6 cm2 (~79.0% screen-to-body ratio)","Android 7.1.1 (Nougat), upgradable to Android 9.0 (Pie); One UI",64GB 4GB RAM,Octa-core (4x2.3 GHz Mongoose & 4x1.6 GHz Cortex-A53),"12 MP, f/1.7, 26mm (wide), 1/2.55"", 1.4µm, dual pixel PDAF, OIS"
81,Apple iPhone 11 Pro Max,GSM / CDMA / HSPA / EVDO / LTE,158 x 77.8 x 8.1 mm (6.22 x 3.06 x 0.32 in),"Single SIM (Nano-SIM and/or Electronic SIM card) or Dual SIM (Nano-SIM, dual stand-by) - for China","Super Retina XDR OLED capacitive touchscreen, 16M colors","6.5 inches, 102.9 cm2 (~83.7% screen-to-body ratio)","iOS 13, upgradable to iOS 13.2","64GB 4GB RAM, 256GB 4GB RAM, 512GB 4GB RAM",Hexa-core (2x2.65 GHz Lightning + 4x1.8 GHz Thunder),"12 MP, f/1.8, 26mm (wide), 1/2.55"", 1.4µm, dual pixel PDAF, OIS
12 MP, f/2.0, 52mm (telephoto), 1/3.4"", 1.0µm, PDAF, OIS, 2x optical zoom
12 MP, f/2.4, 13mm (ultrawide)"
82,Apple iPhone 11 Pro,GSM / CDMA / HSPA / EVDO / LTE,144 x 71.4 x 8.1 mm (5.67 x 2.81 x 0.32 in),Nano-SIM and/or Electronic SIM card,"Super Retina XDR OLED capacitive touchscreen, 16M colors","5.8 inches, 84.4 cm2 (~82.1% screen-to-body ratio)","iOS 13, upgradable to iOS 13.2","64GB 4GB RAM, 256GB 4GB RAM, 512GB 4GB RAM",Hexa-core (2x2.65 GHz Lightning + 4x1.8 GHz Thunder),"12 MP, f/1.8, 26mm (wide), 1/2.55"", 1.4µm, dual pixel PDAF, OIS
12 MP, f/2.0, 52mm (telephoto), 1/3.4"", 1.0µm, PDAF, OIS, 2x optical zoom
12 MP, f/2.4, 13mm (ultrawide)"
83,Apple iPhone 11,GSM / CDMA / HSPA / EVDO / LTE,150.9 x 75.7 x 8.3 mm (5.94 x 2.98 x 0.33 in),"Single SIM (Nano-SIM and/or Electronic SIM card) or Dual SIM (Nano-SIM, dual stand-by) - for China","Liquid Retina IPS LCD capacitive touchscreen, 16M colors","6.1 inches, 90.3 cm2 (~79.0% screen-to-body ratio)","iOS 13, upgradable to iOS 13.2","64GB 4GB RAM, 128GB 4GB RAM, 256GB 4GB RAM",Hexa-core (2x2.65 GHz Lightning + 4x1.8 GHz Thunder),"12 MP, f/1.8, 26mm (wide), 1/2.55"", 1.4µm, dual pixel PDAF, OIS
12 MP, f/2.4, 13mm (ultrawide)"
84,Apple iPad 10.2,GSM / CDMA / HSPA / EVDO / LTE,250.6 x 174.1 x 7.5 mm (9.87 x 6.85 x 0.30 in),"Nano-SIM, Electronic SIM card (eSIM)","IPS LCD capacitive touchscreen, 16M colors","10.2 inches, 324.6 cm2 (~74.4% screen-to-body ratio)","iPadOS 13.1, upgradable to iPadOS 13.1.2","32GB 3GB RAM, 128GB 3GB RAM",Quad-core 2.34 GHz (2x Hurricane + 2x Zephyr),"8 MP, f/2.4, 31mm (standard), 1.12µm, AF"
85,Apple iPad Air (2019),GSM / HSPA / LTE,250.6 x 174.1 x 6.1 mm (9.87 x 6.85 x 0.24 in),"Nano-SIM, Electronic SIM card (eSIM)","IPS LCD capacitive touchscreen, 16M colors","10.5 inches, 341.4 cm2 (~78.3% screen-to-body ratio)","iOS 12.1.3, upgradable to iPadOS 13.1.2","64GB 3GB RAM, 256GB 3GB RAM",Hexa-core (2x2.5 GHz Vortex + 4x1.6 GHz Tempest),"8 MP, f/2.4, 31mm (standard), 1.12µm, AF"
86,Apple iPad mini (2019),GSM / HSPA / LTE,203.2 x 134.8 x 6.1 mm (8.0 x 5.31 x 0.24 in),"Nano-SIM, Electronic SIM card (eSIM)","IPS LCD capacitive touchscreen, 16M colors","7.9 inches, 193.3 cm2 (~70.6% screen-to-body ratio)","iOS 12.1.3, upgradable to iPadOS 13.1.2","64GB 3GB RAM, 256GB 3GB RAM",Hexa-core (2x2.5 GHz Vortex + 4x1.6 GHz Tempest),"8 MP, f/2.4, 32mm (standard), 1.12µm, AF"
87,Apple iPad Pro 12.9 (2018),GSM / CDMA / HSPA / EVDO / LTE,280.6 x 214.9 x 5.9 mm (11.05 x 8.46 x 0.23 in),"Nano-SIM, Electronic SIM card (eSIM)","IPS LCD capacitive touchscreen, 16M colors","12.9 inches, 515.3 cm2 (~85.4% screen-to-body ratio)","iOS 12, upgradable to iPadOS 13.1.2","64GB 4GB RAM, 256GB 4GB RAM, 512GB 4GB RAM, 1TB 6GB RAM",Octa-core (4x2.5 GHz Vortex + 4x1.6 GHz Tempest),"12 MP, f/1.8, 29mm (standard), 1/3"", 1.22µm, PDAF"
88,Apple iPad Pro 11,GSM / CDMA / HSPA / EVDO / LTE,247.6 x 178.5 x 5.9 mm (9.75 x 7.03 x 0.23 in),"Nano-SIM, Electronic SIM card (eSIM)","IPS LCD capacitive touchscreen, 16M colors","11.0 inches, 366.5 cm2 (~82.9% screen-to-body ratio)","iOS 12, upgradable to iPadOS 13.1.2","64GB 4GB RAM, 256GB 4GB RAM, 512GB 4GB RAM, 1TB 6GB RAM",Octa-core (4x2.5 GHz Vortex + 4x1.6 GHz Tempest),"12 MP, f/1.8, 29mm (standard), 1/3"", 1.22µm, PDAF"
89,Apple iPhone XS Max,GSM / CDMA / HSPA / EVDO / LTE,157.5 x 77.4 x 7.7 mm (6.20 x 3.05 x 0.30 in),"Single SIM (Nano-SIM and/or Electronic SIM card) or Dual SIM (Nano-SIM, dual stand-by) - for China","Super Retina OLED capacitive touchscreen, 16M colors","6.5 inches, 102.9 cm2 (~84.4% screen-to-body ratio)","iOS 12, upgradable to iOS 13.2","64GB 4GB RAM, 256GB 4GB RAM, 512GB 4GB RAM",Hexa-core (2x2.5 GHz Vortex + 4x1.6 GHz Tempest),"12 MP, f/1.8, 26mm (wide), 1/2.55"", 1.4µm, dual pixel PDAF, OIS
12 MP, f/2.4, 52mm (telephoto), 1/3.4"", 1.0µm, PDAF, OIS, 2x optical zoom"
90,Apple iPhone XS,GSM / CDMA / HSPA / EVDO / LTE,143.6 x 70.9 x 7.7 mm (5.65 x 2.79 x 0.30 in),"Nano-SIM, Electronic SIM card (eSIM)","Super Retina OLED capacitive touchscreen, 16M colors","5.8 inches, 84.4 cm2 (~82.9% screen-to-body ratio)","iOS 12, upgradable to iOS 13.2","64GB 4GB RAM, 256GB 4GB RAM, 512GB 4GB RAM",Hexa-core (2x2.5 GHz Vortex + 4x1.6 GHz Tempest),"12 MP, f/1.8, 26mm (wide), 1/2.55"", 1.4µm, dual pixel PDAF, OIS
12 MP, f/2.4, 52mm (telephoto), 1/3.4"", 1.0µm, PDAF, OIS, 2x optical zoom"
91,Apple iPhone XR,GSM / CDMA / HSPA / EVDO / LTE,150.9 x 75.7 x 8.3 mm (5.94 x 2.98 x 0.33 in),"Single SIM (Nano-SIM and/or Electronic SIM card) or Dual SIM (Nano-SIM, dual stand-by) - for China","Liquid Retina IPS LCD capacitive touchscreen, 16M colors","6.1 inches, 90.3 cm2 (~79.0% screen-to-body ratio)","iOS 12, upgradable to iOS 13.2","64GB 3GB RAM, 128GB 3GB RAM, 256GB 3GB RAM",Hexa-core (2x2.5 GHz Vortex + 4x1.6 GHz Tempest),"12 MP, f/1.8, 26mm (wide), 1/2.55"", 1.4µm, PDAF, OIS"
92,Apple iPad 9.7 (2018),GSM / CDMA / HSPA / EVDO / LTE,240 x 169.5 x 7.5 mm (9.45 x 6.67 x 0.30 in),"Nano-SIM, Electronic SIM card (eSIM)","IPS LCD capacitive touchscreen, 16M colors","9.7 inches, 291.4 cm2 (~71.6% screen-to-body ratio)","iOS 11.3, upgradable to iPadOS 13.1.2","32GB 2GB RAM, 128GB 2GB RAM",Quad-core 2.34 GHz (2x Hurricane + 2x Zephyr),"8 MP, f/2.4, 31mm (standard), 1.12µm, AF"
